amount_requested,amount_funded_by_investors,interest_rate,loan_length,loan_purpose,debt_to_income_ratio,home_ownership,monthly_income,fico_range,open_credit_lines,revolving_credit_balance,employment_length
10000.0,10000.0,12.12,36.0,home_improvement,18.81,MORTGAGE,3250.0,697.0,10.0,19354.0,11.0
9000.0,9000.0,13.43,36.0,major_purchase,19.45,OWN,6750.0,692.0,7.0,26588.0,4.0
19725.0,19725.0,7.9,36.0,debt_consolidation,6.46,MORTGAGE,6916.67,757.0,9.0,16173.0,7.0
12000.0,12000.0,11.14,36.0,debt_consolidation,3.11,MORTGAGE,10833.33,707.0,12.0,11941.0,2.0
33712.5,32125.0,23.28,60.0,debt_consolidation,15.95,MORTGAGE,8333.33,677.0,8.0,11229.0,11.0
24000.0,24000.0,15.81,60.0,small_business,0.62,OWN,10000.0,727.0,8.0,0.0,11.0
14400.0,14400.0,10.16,36.0,debt_consolidation,28.54,MORTGAGE,5083.33,707.0,12.0,4292.0,9.0
15000.0,14950.0,16.32,60.0,debt_consolidation,7.53,MORTGAGE,12041.675,687.0,14.0,5469.0,5.0
22250.0,22250.0,21.49,60.0,debt_consolidation,28.87,RENT,4166.67,667.0,15.0,14107.0,9.0
30075.0,30050.0,22.95,60.0,debt_consolidation,21.54,MORTGAGE,5083.33,682.0,17.0,20976.0,4.0
2000.0,2000.0,6.17,36.0,moving,18.35,RENT,5733.58,747.0,9.0,21998.0,3.0
20500.0,19861.23,14.96,60.0,debt_consolidation,10.76,RENT,2500.0,732.0,2.0,109.0,2.0
15000.0,15000.0,17.77,36.0,debt_consolidation,22.45,RENT,3500.0,672.0,11.0,9868.0,7.0
5000.0,5000.0,8.49,36.0,credit_card,16.89,MORTGAGE,6706.41,732.0,19.0,39114.0,8.0
5000.0,5000.0,17.58,36.0,other,5.33,RENT,1800.0,667.0,2.0,1749.0,0.5
8000.0,7725.0,10.99,36.0,credit_card,13.4,MORTGAGE,7000.0,737.0,3.0,39114.0,11.0
7000.0,7000.0,14.72,36.0,debt_consolidation,11.39,MORTGAGE,6833.0,672.0,11.0,5537.0,7.0
4800.0,4775.0,5.42,36.0,medical,20.17,MORTGAGE,7466.83,787.0,19.0,13461.0,4.0
5375.0,5375.0,8.9,36.0,debt_consolidation,29.48,RENT,3416.67,722.0,6.0,3007.0,0.5
19200.0,19200.0,13.11,60.0,other,3.45,MORTGAGE,8333.33,747.0,14.0,39114.0,2.0
5525.0,5525.0,13.85,36.0,credit_card,21.03,MORTGAGE,6620.0,722.0,8.0,37573.0,11.0
15000.0,15000.0,9.91,36.0,debt_consolidation,9.16,MORTGAGE,4250.0,732.0,11.0,11615.0,11.0
7675.0,2275.0,15.13,36.0,other,18.08,MORTGAGE,11666.67,647.0,13.0,12578.0,9.0
27575.0,27575.0,14.33,36.0,debt_consolidation,19.63,MORTGAGE,5166.67,692.0,6.0,8720.0,11.0
15000.0,14900.0,19.74,60.0,credit_card,16.8,MORTGAGE,5833.33,662.0,14.0,8587.0,3.0
5900.0,5900.0,13.11,36.0,debt_consolidation,14.19,MORTGAGE,3010.0,702.0,8.0,5921.0,11.0
26000.0,25975.0,16.77,60.0,home_improvement,11.77,MORTGAGE,4416.67,732.0,5.0,7560.0,11.0
8000.0,7975.0,17.27,36.0,debt_consolidation,8.6,MORTGAGE,1833.33,667.0,7.0,2963.0,3.0
7000.0,7000.0,15.31,36.0,credit_card,14.74,RENT,12041.675,687.0,22.0,25181.0,11.0
13450.0,13450.0,14.09,36.0,debt_consolidation,12.93,MORTGAGE,3333.33,687.0,5.0,5407.0,1.0
26500.0,26500.0,20.49,60.0,credit_card,30.36,MORTGAGE,5000.0,692.0,14.0,10350.0,5.0
20000.0,20000.0,16.29,36.0,debt_consolidation,23.59,MORTGAGE,5833.33,682.0,14.0,12696.0,0.5
14000.0,13975.0,12.12,36.0,other,3.25,MORTGAGE,6250.0,707.0,14.0,7085.0,11.0
9600.0,9600.0,10.74,60.0,other,3.58,MORTGAGE,8000.0,727.0,7.0,3207.0,3.0
20000.0,20000.0,14.09,36.0,credit_card,9.16,MORTGAGE,12041.675,712.0,12.0,31277.0,7.0
3800.0,3800.0,12.12,36.0,debt_consolidation,23.36,OWN,2641.67,707.0,3.0,8467.0,3.0
15000.0,14925.0,10.75,60.0,moving,17.55,RENT,5761.0,787.0,12.0,2691.0,11.0
10000.0,10000.0,7.49,36.0,debt_consolidation,7.77,RENT,3166.67,737.0,4.0,0.0,1.0
16000.0,15975.0,14.65,36.0,debt_consolidation,20.15,RENT,3666.67,677.0,15.0,6875.0,4.0
13000.0,13000.0,10.99,60.0,home_improvement,21.7,MORTGAGE,6517.0,742.0,14.0,4663.0,3.0
16000.0,16000.0,19.05,60.0,debt_consolidation,17.82,RENT,6666.67,692.0,16.0,11232.0,5.0
27575.0,27575.0,19.05,36.0,debt_consolidation,19.3,RENT,5166.67,662.0,6.0,14935.0,11.0
4800.0,4800.0,5.42,36.0,major_purchase,10.23,MORTGAGE,6333.33,792.0,13.0,10704.0,11.0
10000.0,10000.0,12.12,36.0,debt_consolidation,12.99,MORTGAGE,5833.33,692.0,8.0,13885.0,6.0
15000.0,8081.65,13.16,36.0,debt_consolidation,13.16,MORTGAGE,2583.33,757.0,3.0,4923.0,9.0
8700.0,8700.0,12.69,36.0,home_improvement,5.02,RENT,12041.675,677.0,11.0,19036.0,0.5
7000.0,7000.0,7.9,36.0,credit_card,7.65,RENT,2916.67,712.0,7.0,4276.0,3.0
11875.0,11875.0,6.03,36.0,debt_consolidation,20.8,MORTGAGE,2740.5,782.0,16.0,23490.0,11.0
24400.0,24400.0,17.27,60.0,small_business,15.98,RENT,6000.0,727.0,7.0,13879.0,3.0
1000.0,1000.0,10.74,36.0,debt_consolidation,9.0,RENT,1100.0,717.0,5.0,1314.0,2.0
21000.0,20950.0,23.76,60.0,debt_consolidation,24.82,RENT,7458.33,662.0,14.0,11973.0,11.0
16000.0,16000.0,9.63,60.0,other,16.58,OWN,5000.0,782.0,6.0,2300.0,11.0
8000.0,8000.0,12.68,60.0,credit_card,18.78,MORTGAGE,11583.33,702.0,13.0,39114.0,11.0
3000.0,3000.0,6.03,36.0,other,5.5,RENT,4166.67,752.0,7.0,9616.0,5.0
16750.0,16445.93,9.88,36.0,credit_card,10.25,MORTGAGE,3338.0,752.0,10.0,18696.0,5.0
13200.0,13200.0,19.72,36.0,credit_card,9.07,MORTGAGE,5083.33,667.0,5.0,10771.0,11.0
1000.0,1000.0,15.31,36.0,moving,24.65,OWN,3176.0,677.0,6.0,10982.0,5.0
5000.0,4500.0,11.03,36.0,major_purchase,0.47,RENT,3166.67,682.0,5.0,4254.0,0.5
29175.0,29175.0,13.11,36.0,debt_consolidation,20.68,RENT,5416.67,697.0,10.0,22811.0,11.0
4550.0,4550.0,13.57,36.0,medical,17.46,RENT,10833.33,682.0,10.0,39114.0,0.5
6075.0,6075.0,17.27,36.0,debt_consolidation,20.25,OWN,2666.67,662.0,15.0,7515.0,0.5
8000.0,8000.0,16.77,36.0,credit_card,20.99,RENT,3750.0,662.0,6.0,4010.0,5.0
7000.0,5525.0,7.75,36.0,debt_consolidation,10.37,RENT,4158.0,767.0,13.0,6634.0,8.0
3700.0,3700.0,15.8,36.0,credit_card,32.2,RENT,3000.0,692.0,9.0,14151.0,1.0
1000.0,1000.0,7.88,36.0,moving,17.15,RENT,6000.0,717.0,11.0,23572.0,3.0
6000.0,6000.0,13.11,36.0,debt_consolidation,19.97,MORTGAGE,5833.33,687.0,6.0,5523.0,1.0
1700.0,1700.0,6.99,36.0,car,5.2,RENT,2250.0,752.0,4.0,4527.0,5.0
5000.0,5000.0,10.0,60.0,car,9.28,RENT,4000.0,737.0,6.0,3448.0,0.5
20000.0,20000.0,6.03,36.0,credit_card,18.67,MORTGAGE,12041.675,717.0,9.0,29044.0,7.0
8000.0,8000.0,8.9,36.0,debt_consolidation,26.56,MORTGAGE,4416.67,722.0,15.0,6701.0,1.0
3200.0,3200.0,17.49,60.0,debt_consolidation,7.9,RENT,2609.0,672.0,9.0,5382.0,3.0
2800.0,2800.0,10.0,36.0,debt_consolidation,20.32,RENT,3250.0,702.0,4.0,8717.0,5.0
9600.0,9600.0,6.62,36.0,debt_consolidation,3.82,RENT,4333.33,762.0,7.0,1039.0,3.0
7000.0,7000.0,13.11,36.0,debt_consolidation,16.76,RENT,3650.0,687.0,12.0,6444.0,5.0
12000.0,11925.0,11.83,36.0,moving,15.88,RENT,10250.0,722.0,15.0,39114.0,5.0
17000.0,17000.0,7.9,36.0,small_business,6.43,RENT,6250.0,794.5,4.0,1352.0,6.0
6000.0,6000.0,12.12,36.0,home_improvement,23.89,MORTGAGE,8000.0,682.0,8.0,16139.0,2.0
14600.0,14600.0,9.76,36.0,credit_card,29.51,OWN,2500.0,732.0,14.0,23616.0,2.0
29000.0,27884.92,10.65,60.0,debt_consolidation,3.9,MORTGAGE,12041.675,747.0,12.0,39114.0,11.0
11000.0,2116.76,13.87,36.0,debt_consolidation,20.93,OWN,4167.0,672.0,14.0,17436.0,2.0
16000.0,16000.0,15.31,36.0,debt_consolidation,19.0,MORTGAGE,7666.67,697.0,16.0,39114.0,11.0
12000.0,12000.0,9.62,60.0,small_business,14.12,MORTGAGE,6666.67,732.0,10.0,6969.0,4.0
10000.0,10000.0,7.74,36.0,debt_consolidation,0.17,MORTGAGE,7083.33,777.0,9.0,2994.0,11.0
24625.0,917.28,14.07,36.0,credit_card,12.81,MORTGAGE,10000.0,677.0,14.0,33698.0,8.0
16500.0,16350.0,11.83,36.0,debt_consolidation,17.44,RENT,4810.08,727.0,7.0,24351.0,3.0
13800.0,13800.0,12.12,36.0,debt_consolidation,17.11,RENT,4250.0,697.0,8.0,11366.0,0.5
33712.5,32125.0,15.31,36.0,debt_consolidation,15.0,RENT,6666.67,682.0,22.0,33472.0,11.0
4000.0,4000.0,16.82,60.0,vacation,13.71,MORTGAGE,4500.0,672.0,5.0,20804.0,3.0
20950.0,20875.0,21.49,60.0,debt_consolidation,27.56,MORTGAGE,4500.0,677.0,15.0,24210.0,6.0
18500.0,3100.0,15.33,36.0,credit_card,5.24,RENT,7500.0,662.0,8.0,22379.0,1.0
5000.0,5000.0,14.27,36.0,debt_consolidation,18.41,RENT,5208.33,697.0,9.0,18055.0,9.0
25000.0,23995.24,10.62,36.0,debt_consolidation,12.21,RENT,11166.67,752.0,6.0,28556.0,7.0
22400.0,22400.0,13.11,36.0,debt_consolidation,16.08,RENT,7375.0,692.0,8.0,9673.0,11.0
10000.0,10000.0,14.33,36.0,debt_consolidation,25.01,RENT,4666.67,672.0,9.0,19479.0,11.0
4900.0,4900.0,5.99,36.0,home_improvement,6.64,MORTGAGE,2666.67,772.0,5.0,3455.0,4.0
18000.0,18000.0,12.12,60.0,debt_consolidation,19.16,MORTGAGE,7583.33,732.0,14.0,26622.0,3.0
33712.5,32125.0,12.42,60.0,debt_consolidation,12.79,MORTGAGE,12041.675,732.0,15.0,18385.0,0.5
12000.0,12000.0,12.12,36.0,debt_consolidation,19.41,MORTGAGE,8750.0,712.0,10.0,32028.0,4.0
12000.0,11975.0,13.98,60.0,credit_card,18.41,MORTGAGE,4666.67,702.0,14.0,13616.0,8.0
14000.0,14000.0,6.62,36.0,debt_consolidation,20.18,RENT,4583.33,752.0,15.0,15890.0,11.0
4000.0,4000.0,13.8,60.0,major_purchase,13.26,OWN,3500.0,697.0,5.0,8518.0,3.0
5600.0,5600.0,11.14,36.0,credit_card,27.96,MORTGAGE,11666.67,667.0,18.0,39114.0,11.0
12300.0,12300.0,15.31,36.0,debt_consolidation,19.26,MORTGAGE,5000.0,712.0,13.0,4460.0,11.0
33712.5,32125.0,17.49,60.0,debt_consolidation,6.01,MORTGAGE,12041.675,727.0,11.0,32222.0,2.0
20000.0,20000.0,11.14,60.0,debt_consolidation,23.27,MORTGAGE,9166.67,737.0,22.0,39114.0,11.0
8800.0,8800.0,13.11,60.0,major_purchase,2.88,MORTGAGE,2500.0,742.0,3.0,607.0,2.0
16000.0,16000.0,8.9,36.0,debt_consolidation,19.71,RENT,7083.33,722.0,11.0,6185.0,4.0
8000.0,8000.0,20.52,36.0,small_business,8.12,RENT,2500.0,677.0,5.0,7327.0,0.5
4000.0,4000.0,6.03,36.0,other,15.13,MORTGAGE,6583.33,772.0,6.0,39114.0,11.0
3500.0,3500.0,12.12,36.0,other,17.82,MORTGAGE,5416.67,697.0,15.0,4067.0,0.5
7800.0,7800.0,13.11,36.0,credit_card,15.56,MORTGAGE,5000.0,682.0,8.0,12889.0,5.0
4200.0,4200.0,13.67,36.0,other,12.52,OWN,5000.0,712.0,8.0,9234.0,4.0
25000.0,15800.0,13.98,60.0,debt_consolidation,20.23,MORTGAGE,5416.67,722.0,13.0,21168.0,11.0
24925.0,24925.0,11.14,60.0,debt_consolidation,24.8,MORTGAGE,6250.0,737.0,20.0,19245.0,4.0
9600.0,9575.0,17.27,60.0,credit_card,12.9,RENT,3333.33,697.0,7.0,13648.0,11.0
15000.0,15000.0,16.49,36.0,credit_card,14.92,RENT,6294.25,682.0,11.0,20270.0,3.0
8800.0,8800.0,18.25,60.0,debt_consolidation,13.89,RENT,2916.67,687.0,5.0,7794.0,2.0
12500.0,12500.0,15.96,60.0,debt_consolidation,13.87,RENT,5300.0,697.0,7.0,11439.0,5.0
21000.0,21000.0,7.62,36.0,debt_consolidation,6.84,MORTGAGE,5333.33,777.0,7.0,19178.0,7.0
33712.5,32125.0,10.65,36.0,debt_consolidation,8.96,MORTGAGE,12041.675,737.0,13.0,18528.0,6.0
15000.0,15000.0,15.27,36.0,small_business,7.85,RENT,12041.675,682.0,17.0,8962.0,6.0
9250.0,6475.0,10.75,60.0,small_business,3.41,MORTGAGE,8500.0,757.0,6.0,39114.0,4.0
2250.0,2250.0,10.36,36.0,car,17.97,OWN,5833.33,682.0,12.0,14637.0,2.0
15000.0,14975.0,15.27,60.0,debt_consolidation,17.9,MORTGAGE,2748.0,722.0,14.0,7956.0,6.0
3500.0,3500.0,15.62,36.0,home_improvement,14.41,MORTGAGE,6833.33,662.0,7.0,11526.0,8.0
5300.0,5300.0,7.9,36.0,debt_consolidation,9.67,RENT,1945.0,762.0,3.0,5360.0,8.0
12725.0,12725.0,11.14,36.0,debt_consolidation,22.15,RENT,4416.67,722.0,22.0,4079.0,3.0
2500.0,2450.0,12.61,36.0,educational,3.78,MORTGAGE,1930.75,677.0,4.0,1548.0,2.0
8000.0,7850.0,9.63,36.0,house,0.24,RENT,4250.0,792.0,4.0,132.0,5.0
14775.0,14775.0,21.0,60.0,debt_consolidation,27.59,MORTGAGE,4473.33,677.0,10.0,33869.0,11.0
2200.0,2200.0,7.9,36.0,major_purchase,8.16,MORTGAGE,5500.0,772.0,8.0,2927.0,3.0
20000.0,19875.0,13.35,36.0,debt_consolidation,15.68,MORTGAGE,9160.0,712.0,9.0,32392.0,11.0
3000.0,2950.0,12.69,36.0,debt_consolidation,4.25,OWN,1200.0,707.0,4.0,1643.0,0.5
12000.0,12000.0,19.99,36.0,debt_consolidation,15.16,RENT,4458.33,662.0,8.0,13935.0,4.0
33600.0,32125.0,17.27,60.0,debt_consolidation,15.08,RENT,5416.67,732.0,5.0,20514.0,8.0
31825.0,31825.0,14.09,60.0,major_purchase,4.37,MORTGAGE,6666.67,752.0,4.0,10864.0,4.0
4000.0,4000.0,14.33,36.0,debt_consolidation,25.86,MORTGAGE,3333.33,677.0,12.0,19443.0,9.0
20000.0,19900.0,10.25,36.0,wedding,11.35,RENT,7083.33,752.0,14.0,18196.0,3.0
12500.0,12425.0,9.32,36.0,home_improvement,11.71,MORTGAGE,4166.67,782.0,7.0,1052.0,2.0
9750.0,9750.0,17.27,36.0,debt_consolidation,21.93,RENT,2817.5,672.0,12.0,6324.0,1.0
30000.0,30000.0,15.31,60.0,credit_card,16.99,MORTGAGE,8500.0,697.0,10.0,33770.0,6.0
19600.0,19600.0,12.42,60.0,debt_consolidation,22.99,RENT,4166.67,747.0,9.0,14783.0,0.5
24175.0,24175.0,13.11,36.0,home_improvement,7.66,RENT,6250.0,712.0,8.0,4681.0,11.0
10800.0,10700.0,10.75,36.0,major_purchase,15.32,MORTGAGE,8400.0,717.0,6.0,24675.0,11.0
10000.0,10000.0,12.12,36.0,debt_consolidation,13.81,MORTGAGE,6083.33,672.0,13.0,19263.0,8.0
12000.0,11975.0,13.67,36.0,debt_consolidation,17.05,RENT,2000.0,677.0,6.0,7552.0,11.0
20000.0,20000.0,21.49,36.0,debt_consolidation,19.1,RENT,6000.0,667.0,7.0,21202.0,11.0
9000.0,5242.75,13.79,36.0,debt_consolidation,6.76,RENT,3875.0,672.0,7.0,7589.0,11.0
5000.0,5000.0,13.92,36.0,debt_consolidation,10.8,RENT,2500.0,702.0,7.0,2050.0,0.5
12000.0,12000.0,11.71,36.0,credit_card,18.78,RENT,3195.0,697.0,11.0,14469.0,9.0
16750.0,16750.0,7.9,36.0,credit_card,18.16,OWN,9125.0,712.0,19.0,33986.0,2.0
29000.0,29000.0,7.9,36.0,debt_consolidation,19.25,MORTGAGE,9166.67,767.0,18.0,39114.0,0.5
24375.0,24375.0,14.09,36.0,credit_card,26.36,MORTGAGE,4583.33,712.0,11.0,27379.0,4.0
10000.0,9700.0,9.63,36.0,debt_consolidation,13.77,MORTGAGE,4190.0,737.0,6.0,1251.0,0.5
33712.5,32125.0,14.65,36.0,medical,12.2,MORTGAGE,12041.675,722.0,7.0,39114.0,8.0
7500.0,7400.0,7.74,36.0,debt_consolidation,7.72,OWN,10000.0,777.0,14.0,5195.0,3.0
10000.0,10000.0,6.03,36.0,debt_consolidation,16.0,MORTGAGE,8333.33,782.0,11.0,14832.0,11.0
20000.0,20000.0,19.72,36.0,debt_consolidation,13.74,MORTGAGE,7965.0,667.0,18.0,18809.0,7.0
27000.0,27000.0,18.25,36.0,home_improvement,22.32,MORTGAGE,8583.33,692.0,9.0,6658.0,8.0
28200.0,28200.0,20.5,60.0,debt_consolidation,15.6,MORTGAGE,4833.33,697.0,18.0,27158.0,9.0
3000.0,3000.0,9.99,36.0,credit_card,21.3,OWN,2333.33,712.0,10.0,3168.0,1.0
13000.0,13000.0,14.09,36.0,debt_consolidation,17.99,MORTGAGE,7916.67,697.0,14.0,10723.0,8.0
17000.0,16650.0,12.18,36.0,debt_consolidation,15.8,MORTGAGE,5292.0,717.0,9.0,21441.0,11.0
6700.0,6700.0,7.9,36.0,credit_card,22.19,RENT,2708.33,707.0,10.0,6627.0,2.0
25450.0,25450.0,19.72,60.0,credit_card,33.75,OWN,4750.0,667.0,20.0,14435.0,11.0
4000.0,3975.0,14.96,36.0,house,4.76,RENT,1700.0,672.0,4.0,2381.0,0.5
9000.0,9000.0,10.16,60.0,other,14.77,RENT,3500.0,757.0,5.0,3135.0,2.0
12800.0,12800.0,11.49,60.0,home_improvement,20.04,MORTGAGE,3333.33,722.0,13.0,24723.0,5.0
16000.0,15975.0,17.58,60.0,debt_consolidation,12.26,MORTGAGE,2666.67,707.0,12.0,18008.0,0.5
14675.0,14675.0,8.9,36.0,debt_consolidation,14.95,MORTGAGE,4000.0,717.0,6.0,12764.0,7.0
7000.0,7000.0,7.49,36.0,major_purchase,7.26,OWN,6280.0,752.0,14.0,353.0,4.0
12000.0,11875.0,7.66,36.0,debt_consolidation,13.31,MORTGAGE,5416.67,742.0,8.0,9993.0,3.0
12000.0,11530.58,15.23,60.0,credit_card,20.18,MORTGAGE,4166.67,702.0,10.0,18559.0,7.0
7550.0,7550.0,7.62,36.0,wedding,14.61,MORTGAGE,2512.0,732.0,7.0,2814.0,5.0
1000.0,1000.0,7.62,36.0,debt_consolidation,5.59,MORTGAGE,9333.33,787.0,6.0,350.0,2.0
12300.0,12300.0,12.12,36.0,debt_consolidation,10.01,RENT,6583.33,692.0,15.0,12450.0,1.0
2000.0,2000.0,19.72,36.0,moving,10.29,RENT,3575.0,672.0,10.0,12036.0,6.0
10000.0,10000.0,13.49,36.0,small_business,18.84,MORTGAGE,3333.33,692.0,9.0,14247.0,7.0
20000.0,20000.0,15.8,60.0,credit_card,25.89,RENT,4166.67,692.0,22.0,34720.0,5.0
10500.0,10500.0,17.77,36.0,credit_card,12.33,MORTGAGE,4583.33,667.0,9.0,18936.0,5.0
14825.0,14825.0,13.67,36.0,small_business,9.55,RENT,2500.0,697.0,8.0,8073.0,2.0
9000.0,9000.0,6.62,36.0,debt_consolidation,13.85,RENT,4166.67,767.0,5.0,7853.0,1.0
33712.5,32125.0,12.68,60.0,home_improvement,23.99,MORTGAGE,7083.33,787.0,19.0,30725.0,11.0
6000.0,6000.0,13.98,60.0,medical,24.29,RENT,2400.0,697.0,11.0,6069.0,9.0
18000.0,18000.0,15.31,36.0,debt_consolidation,15.56,MORTGAGE,6666.67,692.0,10.0,21174.0,11.0
12000.0,12000.0,8.9,36.0,credit_card,12.46,RENT,5000.0,727.0,5.0,13940.0,11.0
16000.0,16000.0,7.9,36.0,credit_card,12.3,MORTGAGE,8416.67,697.0,14.0,21913.0,5.0
32000.0,32000.0,17.27,60.0,debt_consolidation,15.61,RENT,9250.0,702.0,15.0,32566.0,2.0
8000.0,8000.0,16.29,36.0,wedding,2.92,MORTGAGE,4250.0,672.0,5.0,4454.0,11.0
28000.0,28000.0,12.42,36.0,debt_consolidation,2.98,MORTGAGE,12041.675,732.0,5.0,12888.0,5.0
28000.0,28000.0,7.62,36.0,credit_card,12.19,RENT,11250.0,732.0,10.0,39114.0,11.0
16000.0,16000.0,15.8,60.0,car,11.94,RENT,5250.0,687.0,14.0,154.0,3.0
20125.0,20125.0,18.49,36.0,credit_card,11.08,MORTGAGE,8937.5,677.0,14.0,12418.0,2.0
8000.0,8000.0,17.27,36.0,debt_consolidation,1.98,MORTGAGE,6000.0,672.0,5.0,5032.0,11.0
6000.0,6000.0,14.35,36.0,debt_consolidation,14.08,MORTGAGE,2500.0,677.0,9.0,3621.0,0.5
12000.0,11975.0,8.94,36.0,credit_card,18.99,RENT,4750.0,752.0,13.0,25577.0,4.0
5500.0,5473.88,14.61,36.0,other,20.38,MORTGAGE,5116.67,667.0,11.0,14103.0,1.0
9500.0,9500.0,12.12,36.0,debt_consolidation,24.06,MORTGAGE,2519.17,707.0,7.0,8673.0,11.0
12000.0,12000.0,10.36,36.0,debt_consolidation,11.92,MORTGAGE,10333.33,692.0,16.0,8987.0,5.0
25000.0,24950.0,13.49,60.0,debt_consolidation,19.97,OWN,4166.67,747.0,4.0,17849.0,3.0
17500.0,17500.0,10.16,36.0,credit_card,23.64,MORTGAGE,3333.33,702.0,10.0,21483.0,8.0
33712.5,25850.0,15.23,60.0,major_purchase,22.74,MORTGAGE,10000.0,762.0,13.0,13651.0,11.0
14000.0,14000.0,17.51,36.0,credit_card,9.37,RENT,7916.67,682.0,3.0,13522.0,0.5
13600.0,13600.0,12.12,36.0,credit_card,20.94,MORTGAGE,5416.67,687.0,15.0,17117.0,11.0
6000.0,6000.0,15.8,36.0,debt_consolidation,21.0,RENT,2176.67,687.0,13.0,4356.0,2.0
20000.0,17890.7,19.91,60.0,debt_consolidation,17.49,MORTGAGE,7916.67,672.0,17.0,39114.0,6.0
30000.0,29975.0,23.33,60.0,debt_consolidation,17.39,MORTGAGE,7083.33,667.0,21.0,39114.0,11.0
28000.0,27950.0,21.98,60.0,debt_consolidation,16.56,MORTGAGE,10166.67,682.0,12.0,39114.0,4.0
2000.0,2000.0,14.09,36.0,debt_consolidation,28.46,MORTGAGE,3513.33,682.0,18.0,23635.0,11.0
4700.0,4700.0,7.9,36.0,renewable_energy,10.65,RENT,3416.67,762.0,3.0,2297.0,11.0
6000.0,6000.0,13.98,36.0,debt_consolidation,7.73,RENT,6250.0,677.0,6.0,3507.0,4.0
9000.0,9000.0,12.12,36.0,debt_consolidation,10.05,RENT,11666.67,692.0,8.0,9490.0,0.5
20000.0,14750.0,6.91,36.0,debt_consolidation,15.16,RENT,9208.0,737.0,10.0,20965.0,3.0
4200.0,4200.0,13.06,36.0,major_purchase,13.82,MORTGAGE,6500.0,682.0,14.0,23653.0,11.0
6950.0,6875.0,13.11,36.0,other,12.51,MORTGAGE,7916.67,717.0,5.0,1593.0,11.0
15000.0,15000.0,18.25,36.0,debt_consolidation,22.45,MORTGAGE,5078.75,667.0,19.0,13205.0,11.0
12000.0,11975.0,12.12,36.0,debt_consolidation,10.84,RENT,7083.33,687.0,11.0,20601.0,4.0
25000.0,25000.0,16.49,36.0,debt_consolidation,18.18,RENT,6000.0,697.0,9.0,10630.0,7.0
7000.0,7000.0,15.8,36.0,debt_consolidation,11.53,MORTGAGE,3166.67,677.0,11.0,6658.0,3.0
5600.0,5600.0,7.9,36.0,debt_consolidation,16.54,RENT,1916.67,707.0,8.0,3373.0,5.0
4800.0,544.89,11.59,36.0,credit_card,13.19,MORTGAGE,7083.33,682.0,21.0,39114.0,11.0
5000.0,5000.0,12.53,36.0,debt_consolidation,21.49,RENT,3108.33,707.0,8.0,0.0,2.0
6525.0,6500.0,16.07,36.0,other,10.11,RENT,3166.67,702.0,3.0,2494.0,1.0
12700.0,12700.0,7.9,60.0,home_improvement,19.47,MORTGAGE,5833.33,777.0,12.0,14787.0,11.0
14000.0,13975.0,13.98,60.0,vacation,10.2,RENT,3145.83,717.0,8.0,3449.0,0.5
10000.0,10000.0,11.11,36.0,debt_consolidation,20.15,RENT,6083.33,702.0,3.0,924.0,0.5
11500.0,11475.0,12.12,36.0,credit_card,24.16,MORTGAGE,2458.33,697.0,9.0,21668.0,11.0
15000.0,15000.0,16.77,36.0,debt_consolidation,7.29,RENT,7916.67,677.0,5.0,5355.0,6.0
12000.0,10325.0,11.99,60.0,debt_consolidation,6.79,RENT,4166.67,722.0,11.0,5934.0,4.0
2700.0,2700.0,5.79,36.0,debt_consolidation,19.81,MORTGAGE,3958.33,752.0,14.0,13159.0,8.0
12000.0,12000.0,10.16,36.0,debt_consolidation,28.01,RENT,2916.67,712.0,8.0,6913.0,3.0
10625.0,10625.0,14.27,36.0,debt_consolidation,12.54,MORTGAGE,4250.0,667.0,14.0,10767.0,0.5
13000.0,13000.0,14.09,36.0,debt_consolidation,32.64,MORTGAGE,5000.0,677.0,8.0,15208.0,11.0
6000.0,6000.0,10.62,36.0,credit_card,23.38,MORTGAGE,5000.0,707.0,15.0,39114.0,2.0
15000.0,15000.0,10.59,36.0,debt_consolidation,14.66,RENT,5150.0,732.0,9.0,5116.0,2.0
8000.0,7925.0,17.49,36.0,debt_consolidation,18.72,RENT,2083.33,697.0,4.0,20802.0,11.0
8800.0,8800.0,13.11,36.0,credit_card,16.73,RENT,3150.25,702.0,13.0,14266.0,4.0
11100.0,11100.0,15.31,36.0,debt_consolidation,12.03,MORTGAGE,2666.67,682.0,12.0,8990.0,11.0
5000.0,525.0,9.33,36.0,home_improvement,11.93,MORTGAGE,12041.675,717.0,16.0,39114.0,2.0
15250.0,13914.17,16.49,60.0,debt_consolidation,20.57,RENT,2916.67,692.0,10.0,17931.0,0.5
10000.0,10000.0,12.12,36.0,home_improvement,31.46,MORTGAGE,5000.0,697.0,16.0,18921.0,6.0
6000.0,6000.0,7.9,36.0,major_purchase,14.99,RENT,4416.67,722.0,10.0,2928.0,2.0
3500.0,3500.0,12.12,36.0,debt_consolidation,10.87,MORTGAGE,4333.33,677.0,9.0,9971.0,11.0
17400.0,17400.0,11.99,36.0,credit_card,12.47,RENT,6833.33,697.0,7.0,26587.0,7.0
7500.0,7500.0,9.76,60.0,other,14.96,MORTGAGE,7083.33,782.0,11.0,16449.0,11.0
18000.0,17950.0,14.33,60.0,debt_consolidation,13.98,MORTGAGE,12041.675,687.0,11.0,14890.0,11.0
21700.0,21700.0,7.9,36.0,debt_consolidation,5.43,MORTGAGE,12041.675,782.0,5.0,39114.0,2.0
